user_id,spent_money,items_quantity,recommendation_percentage
TheAntimatterPizzaCow,6443.55,645,98%
TheApacheWarlord,89.91,9,89%
TheApricity,6443.55,645,98%
TheArcticFox,6443.55,645,98%
TheAussieBeast,219.78,22,100%
TheAussieMozzie,1739.1299999999999,87,94%
TheAustralianBear,149.85,15,100%
TheAvgWhiteBoy,2258.87,113,99%
TheAwkawardHorse,1739.1299999999999,87,94%
TheAxebug,854.4300000000001,57,96%
TheBeard123,6443.55,645,98%
TheBeggarSo,219.78,22,100%
TheBenasaurus,6443.55,645,98%
TheBeresford7,219.78,22,100%
TheBestJuan,709.29,71,96%
TheBetacrowisawesome,709.29,71,96%
TheBigBanana,6443.55,645,98%
TheBigCheese146,1739.1299999999999,87,94%
TheBigFriendlyGerman,709.29,71,96%
TheBiggestSkeptic,1739.1299999999999,87,94%
TheBjmac7,1058.94,106,94%
TheBlackHammersAssassin,6443.55,645,98%
TheBlackMamba35,1399.3,70,100%
TheBlackestMambaEVA,0.0,41,83%
TheBlindDoc,3868.7099999999996,129,98%
TheBluePyro,6443.55,645,98%
TheBlueSquid,6443.55,645,98%
TheBreakfastCrew,6443.55,645,98%
TheBrickGaming,709.29,71,96%
TheBrightLord,6443.55,645,98%
TheBrutux168,2997.0,300,98%
TheBushSpy,6443.55,645,98%
TheCaptainOfCrunch,29.97,3,100%
TheCatNinjaz,1739.1299999999999,87,94%
TheChad29,6443.55,645,98%
TheChaseRVIO,6443.55,645,98%
TheCheekyOne,1739.1299999999999,87,94%
TheChrizby,219.78,22,100%
TheChroneum,709.29,71,96%
TheCitizenAboutTown,1739.1299999999999,87,94%
TheClubberLang,0.0,82,89%
TheConsultant221,6443.55,645,98%
TheCookiesDream,709.29,71,96%
TheCrazyBunny306,6443.55,645,98%
TheCrazyCreamar,6443.55,645,98%
TheCrimsonRed,259.74,26,100%
TheCrypticWolf,6443.55,645,98%
TheCubeyRoad,6443.55,645,98%
TheD3ntist,4877.5599999999995,244,99%
TheDAPC,429.57,43,98%
TheDamox,24.950000000000003,5,100%
TheDapperDuk,39.92,8,62%
TheDarkFreeman,1739.1299999999999,87,94%
TheDarkMarty,6443.55,645,98%
TheDarkOne97,6443.55,645,98%
TheDeadlyBandit,1739.1299999999999,87,94%
TheDerplings,6443.55,645,98%
TheDerpyGamer,6443.55,645,98%
TheDewitt,1739.1299999999999,87,94%
TheDoctor-DW,149.85,15,100%
TheDoctor1233,1739.1299999999999,87,94%
TheDouglas,6443.55,645,98%
TheDropix101,6443.55,645,98%
TheDucktor,6443.55,645,98%
TheEctoDaWm,6443.55,645,98%
TheEddy_Master,709.29,71,96%
TheEdge115,39.92,8,62%
TheEliteZero,24.950000000000003,5,100%
TheEndangeredFriendlyGuy,6443.55,645,98%
TheEnglishGerman,1739.1299999999999,87,94%
TheEternalDay,219.78,22,100%
TheEternalNightmare,6443.55,645,98%
TheEvilestMonkey,219.78,22,100%
TheExcelOfExcel,2258.87,113,99%
TheFakeLeafy,6443.55,645,98%
TheFallen6662,6443.55,645,98%
TheFappingCow,1739.1299999999999,87,94%
TheFatScout,2997.0,300,98%
TheFazza,1739.1299999999999,87,94%
TheFearless,6443.55,645,98%
TheFinalSeven,6443.55,645,98%
TheFox17,4877.5599999999995,244,99%
TheFrigginBatman,709.29,71,96%
TheFucKKKingBest,89.91,9,89%
TheGameAndWatch,39.92,8,62%
TheGameRogue,9.99,1,100%
TheGamerArchangelG,24.950000000000003,5,100%
TheGamingHeadcrab,4.99,1,100%
TheGarageMan,1739.1299999999999,87,94%
TheGigityMan,6443.55,645,98%
TheGloric,709.29,71,96%
TheGoblinKingYo,1739.1299999999999,87,94%
TheGodOfDoritoesmountaindee,1739.1299999999999,87,94%
TheGoddamnBatmang,6443.55,645,98%
TheGoodMister,1739.1299999999999,87,94%
TheGoodTheBadTheFuckUp,6443.55,645,98%
TheGrandMann,149.85,15,100%
TheGreatBait,1739.1299999999999,87,94%
TheGrumpyTadpole,619.6899999999999,31,97%
TheHeadBitch,709.29,71,96%
TheHelloadg,6443.55,645,98%
TheHelplessCow,709.29,71,96%
TheHiddenBlade_chile,19.98,2,100%
TheHolyJef,6443.55,645,98%
TheHolyPotato57,6443.55,645,98%
TheHomePage,6443.55,645,98%
TheInfamousPedobear,259.74,26,100%
TheInquisitiveOne,6443.55,645,98%
TheInsaneChickenDweeb,6443.55,645,98%
TheIonForge,1739.1299999999999,87,94%
TheIvanloco4,89.91,9,89%
TheJadster,6443.55,645,98%
TheJaguar8,259.87,13,100%
TheJamBamAlienMan,709.29,71,96%
TheJewpocolypse,6443.55,645,98%
TheJordanSixFifty,219.78,22,100%
TheJuanAnd0nly,6443.55,645,98%
TheKatakiuchi,1739.1299999999999,87,94%
TheKazimir,1739.1299999999999,87,94%
TheKewlKid179,0.0,25,88%
TheKingNegus,1739.1299999999999,87,94%
TheKingOfNintendos,29.97,3,100%
TheKiwiMantis,219.78,22,100%
TheKiwiTimeLord,1739.1299999999999,87,94%
TheKooke,219.78,22,100%
TheLaggerPro,6443.55,645,98%
TheLandOfTheCalTheSpy,6443.55,645,98%
TheLastKingIII,6443.55,645,98%
TheLazyMarco,0.0,15,93%
TheLeoX,6443.55,645,98%
TheLetterFive,6443.55,645,98%
TheLichQueen,6443.55,645,98%
TheLifeAndTimesOfTim,219.78,22,100%
TheLightGamer,1739.1299999999999,87,94%
TheLinkIsThis,6443.55,645,98%
TheLittleBean,99.9,10,100%
TheLivingOrange,709.29,71,96%
TheLockster,709.29,71,96%
TheMGScrub,6443.55,645,98%
TheMadAussieUchiha,219.78,22,100%
TheMaglevGankTrain,6443.55,645,98%
TheMan123e,149.85,15,100%
TheMarioZeldaGuy,6443.55,645,98%
TheMasterHeretic,3868.7099999999996,129,98%
TheMaxofaus,9.99,1,100%
TheMeatyMate,149.85,15,100%
TheMegacarpet,6443.55,645,98%
TheMegaman96,6443.55,645,98%
TheMidgetNinja,6443.55,645,98%
TheMiffedOne,1739.1299999999999,87,94%
TheMightyWharu,1739.1299999999999,87,94%
TheMightyZingy,709.29,71,96%
TheMikkyW,1739.1299999999999,87,94%
TheMinerlaxx,6443.55,645,98%
TheMishdyHub,6443.55,645,98%
TheModerGuy,1739.1299999999999,87,94%
TheMoonyWoony,1739.1299999999999,87,94%
TheMoustacheRider,149.85,15,100%
TheMrChrispy,149.85,15,100%
TheMurderMoose,219.78,22,100%
TheNO1Panda,6443.55,645,98%
TheNaisher666,6443.55,645,98%
TheNervousOne,89.91,9,89%
TheNormal1,6443.55,645,98%
TheNotPlaying,139.92999999999998,7,100%
TheOi9k,89.91,9,89%
TheOneAndOnlyVinylScratch,4.99,1,100%
TheOneSlug,39.92,8,62%
TheOneTurino,1739.1299999999999,87,94%
TheOnlyBluey,6443.55,645,98%
TheOnlySnake,1739.1299999999999,87,94%
TheOnlyT6,1739.1299999999999,87,94%
TheOnlyTrueGamingGod,4.99,1,100%
TheOnlyVelvet,6443.55,645,98%
TheOriginGaming,89.91,9,89%
TheOriginalVash,709.29,71,96%
TheOzone28,6443.55,645,98%
ThePON3Wolf,6443.55,645,98%
ThePanda123,6443.55,645,98%
TheParadoxJr,6443.55,645,98%
ThePhantomoftheDamned,6443.55,645,98%
ThePhoenixInside,6443.55,645,98%
ThePieWasAnInsideJob,24.950000000000003,5,100%
ThePinchyParable,439.78,22,100%
ThePinkieOfAllPies,429.57,43,98%
ThePocketMedic,89.91,9,89%
ThePotaot,9.99,1,100%
ThePratama190,1739.1299999999999,87,94%
ThePravdo,79.96,4,75%
ThePrince,219.78,22,100%
ThePurpleGibusMan,6443.55,645,98%
ThePyrite99,1739.1299999999999,87,94%
ThePyroSushi,6443.55,645,98%
TheREDPHOENIX,709.29,71,96%
TheRainOnAGrave,99.94999999999999,5,80%
TheRainbowCow,6443.55,645,98%
TheRandyMarsh,6443.55,645,98%
TheRayTracer,99.9,10,100%
TheRealBangz,6443.55,645,98%
TheRealChris02,219.78,22,100%
TheRealFurnace,149.85,15,100%
TheRealMagik,39.92,8,62%
TheRealMeatyMate,1739.1299999999999,87,94%
TheRealNorthern,1739.1299999999999,87,94%
TheRealRoLLy,6443.55,645,98%
TheRealRubyRose,29.97,3,100%
TheRealSiman,1739.1299999999999,87,94%
TheRealStache,1739.1299999999999,87,94%
TheRealTidis,1739.1299999999999,87,94%
TheRedArrowGaming,1739.1299999999999,87,94%
TheRedColonel,89.91,9,89%
TheReelSushi,6443.55,645,98%
TheRevenant,19.99,1,100%
TheRichRussianBoy,1739.1299999999999,87,94%
TheRipper375,1739.1299999999999,87,94%
TheRodan,339.66,34,100%
TheRongGuy,6443.55,645,98%
TheRyo,6443.55,645,98%
TheSanicTheHedgehog,6443.55,645,98%
TheScareAndCrow,6443.55,645,98%
TheScumperJumper,6443.55,645,98%
TheSexPest,59.97,3,100%
TheSexyFoxy,6443.55,645,98%
TheShadowCobra,6443.55,645,98%
TheShadowStricken,1739.1299999999999,87,94%
TheSigmas,24.950000000000003,5,100%
TheSilentShadeNZ,29.97,3,100%
TheSladeTaco,6443.55,645,98%
TheSlyDragon,6443.55,645,98%
TheSnakeyJake,6443.55,645,98%
TheSneakySneakers,89.91,9,89%
TheSpartanSlayer117,709.29,71,96%
TheSpice,219.78,22,100%
TheSpitfire,1739.1299999999999,87,94%
TheSquirrelflightgaming,6443.55,645,98%
TheStealthyKitten,709.29,71,96%
TheStrahan123,6443.55,645,98%
TheSuccIsGudd,709.29,71,96%
TheSuchWow,709.29,71,96%
TheSuperiorShadow,9.99,1,100%
TheSuperman1105,6443.55,645,98%
TheThirdHalf,709.29,71,96%
TheThriller,1739.1299999999999,87,94%
TheThunderboy,709.29,71,96%
TheTim,6443.55,645,98%
TheTinCanYT,339.66,34,100%
TheTingy,439.78,22,100%
TheTozmo,1739.1299999999999,87,94%
TheTriggured,709.29,71,96%
TheTrollScript,6443.55,645,98%
TheUltimateFilipino,6443.55,645,98%
TheUltimateNetwork,219.78,22,100%
TheUltraY,6443.55,645,98%
TheUncomparablePain,6443.55,645,98%
TheVanQuish,1739.1299999999999,87,94%
TheVisionaryAU,374.25,75,99%
TheVoltonator,6443.55,645,98%
TheWarpyro,6443.55,645,98%
TheWatchcat,109.89,11,91%
TheWaterGod,24.950000000000003,5,100%
TheWhipster,1739.1299999999999,87,94%
TheWhiteMole7777,6443.55,645,98%
TheWingThing88,6443.55,645,98%
TheWinterPyro,29.97,3,100%
TheWizardlyJew,6443.55,645,98%
TheWolfPackHD,0.0,329,91%
TheWorstBaker,709.29,71,96%
TheYiyant,709.29,71,96%
TheYokoTime,6443.55,645,98%
TheYudhiztira,79.96,4,100%
TheZomyo,6443.55,645,98%
The_1_N_Onlyy,1739.1299999999999,87,94%
The_8Bit_Ninja,1739.1299999999999,87,94%
The_Accidental_Dong_Slam,89.91,9,89%
The_Aussie_Gamer,6443.55,645,98%
The_Cereal_Killer,89.91,9,89%
The_Comet,1739.1299999999999,87,94%
The_Dark_Liger,6443.55,645,98%
The_Eyepatch,6443.55,645,98%
The_Flying_Oliver,1739.1299999999999,87,94%
The_GLaDOS_Gamer,1739.1299999999999,87,94%
The_Goosey,4877.5599999999995,244,99%
The_Hacker_4chan,149.85,15,100%
The_Holy_Roman_Empirie,6443.55,645,98%
The_Lemon_Muffin_man,13.98,2,100%
The_Lorangatang,2997.0,300,98%
The_Lord_of_the_Tacos,139.92999999999998,7,100%
The_Mad_Mutant,219.78,22,100%
The_Milk_Man,499.74999999999994,25,100%
The_Muffin,219.78,22,100%
The_Pragmatist,709.29,71,96%
The_Puma,0.0,1,no recommendation
The_Silent_K1ller,159.92,8,88%
The_Sneaky_Snake,6443.55,645,98%
The_Turk,24.950000000000003,5,100%
The_Tyrone,1739.1299999999999,87,94%
The_Unan1mous,1739.1299999999999,87,94%
The_Wiz4rd,709.29,71,96%
The_Zok3r,709.29,71,96%
The_aussnadian,6443.55,645,98%
The_man_The_Legend,9.99,1,100%
Thebob35,1739.1299999999999,87,94%
ThecottoTG,6443.55,645,98%
Thecrazyfighter19,6443.55,645,98%
Thedarkpotato,1739.1299999999999,87,94%
Thedcgamer,709.29,71,96%
Thefinalresult,1739.1299999999999,87,94%
Thegamer8342,4.99,1,100%
Theguru431,6443.55,645,98%
TheillegalD,239.88,12,100%
Theillusi0nz,25662.88,1712,95%
Thejewishkkk,6443.55,645,98%
Thejimbob15,259.74,26,100%
Thekiller4000,1739.1299999999999,87,94%
Thelugomes,1739.1299999999999,87,94%
Themfgamer,709.29,71,96%
Themonsteringoo,219.78,22,100%
Thenakidninja,709.29,71,96%
Thenormalvietnamese,6443.55,645,98%
TheofficalSneakyJew,2438.7799999999997,122,97%
Thepos,6443.55,645,98%
TherDarkImmortal,2438.7799999999997,122,97%
Theraxel,6443.55,645,98%
ThereInTheTrees,709.29,71,96%
ThereSheBlows,139.92999999999998,7,100%
ThesandwichMan,1739.1299999999999,87,94%
Theta5Who,1739.1299999999999,87,94%
Theusmellthis,6443.55,645,98%
TheyAnus,6443.55,645,98%
TheyCallMeDaRrk,39.92,8,62%
TheyCallMescruffy,6443.55,645,98%
Thienloras,6443.55,645,98%
ThingyBloop,39.92,8,62%
ThirtySixSermons,149.85,15,100%
ThisIsMyGamertag,2258.87,113,99%
ThisIsSatell,709.29,71,96%
ThisIsWhereIGetOff,149.85,15,100%
ThisMexicunt,1739.1299999999999,87,94%
ThisMightBeALongURLInTheEnd,259.74,26,100%
ThisReality,1739.1299999999999,87,94%
ThisScumLord,6443.55,645,98%
Thisisactuallyavirus,6443.55,645,98%
Thisisareallylongurladdress,219.78,22,100%
Thisurlhasmadgainstobesoswole,79.96,4,100%
ThomWin,1739.1299999999999,87,94%
Thomas66820,1739.1299999999999,87,94%
ThomasBilleau,6443.55,645,98%
ThomasMcDougall,4.99,1,100%
ThomasRimmington,599.6999999999999,30,93%
Thorinnnnnnnnnn,6443.55,645,98%
Thrasharrl,1739.1299999999999,87,94%
Thre3,6443.55,645,98%
Threta,1739.1299999999999,87,94%
Thriive,1739.1299999999999,87,94%
ThrowCarp,89.91,9,89%
Thugorran,1739.1299999999999,87,94%
Thumbzzy,1739.1299999999999,87,94%
Thundawich,1739.1299999999999,87,94%
ThunderSkulld,6443.55,645,98%
Thunderfury2575,89.91,9,89%
Thuum,179.91,9,100%
ThyGlyphDevice,709.29,71,96%
TiGERRZ,219.78,22,100%
Tictactic,219.89,11,100%
TiddlysWink,24.950000000000003,5,100%
Tigerowns,339.66,34,100%
Tigerpewpew,709.29,71,96%
Tigers28,6443.55,645,98%
Tigersanog,6443.55,645,98%
Tilig,219.78,22,100%
Tim2Stp,6443.55,645,98%
TimPeyton,709.29,71,96%
Timcool123,6443.55,645,98%
TimeForTriggy,89.91,9,89%
Timic83,219.78,22,100%
Timmeh99,1739.1299999999999,87,94%
TimoIsHere,709.29,71,96%
TimonTheSentry,709.29,71,96%
Tinathin,709.29,71,96%
TinyteddyKiller,259.74,26,100%
TioKoala,4.99,1,100%
Tipsylama,4877.5599999999995,244,99%
Tismatty,709.29,71,96%
TitanP,6443.55,645,98%
TitaniumWasntHere,6443.55,645,98%
TitlerBitch,6443.55,645,98%
Titsmiggy,1739.1299999999999,87,94%
TittyDestroyer,709.29,71,96%
TitusCat,6443.55,645,98%
TiviTed,6443.55,645,98%
Tk-a-y,6443.55,645,98%
TkTk2468,219.78,22,100%
TnToom,6443.55,645,98%
ToadHog,709.29,71,96%
ToastBasket,1739.1299999999999,87,94%
ToastNotBread,6443.55,645,98%
ToastedFiggin,709.29,71,96%
ToastyMcToasters,6443.55,645,98%
Toastyzeus,89.91,9,89%
Tobi707,6443.55,645,98%
Tobicles,219.78,22,100%
TobiramaBr,6443.55,645,98%
Tobster2468,219.78,22,100%
Tobuscus5001,219.78,22,100%
Tobyrox9,89.91,9,89%
Tobyturtwig,709.29,71,96%
TodaysTomSawyer,1739.1299999999999,87,94%
Toe5,6443.55,645,98%
Toedcat,6443.55,645,98%
Tofufufufufu,2258.87,113,99%
Tohic,6443.55,645,98%
ToioT,1739.1299999999999,87,94%
Tokiwadai,149.85,15,100%
Tokky4Dylan,1739.1299999999999,87,94%
Tokusentai,709.29,71,96%
Tom11w,6443.55,645,98%
Tom12477,6443.55,645,98%
TomBlack,1739.1299999999999,87,94%
TomSpinetti,89.91,9,89%
TomThehTmoT,1739.1299999999999,87,94%
TomWays,25.98,2,100%
Tom_scroy,149.85,15,100%
TomaHawk45,89.91,9,89%
Tomaskent,4877.5599999999995,244,99%
Tomatoman007,709.29,71,96%
TombRaider102,6443.55,645,98%
Tombuscus,1739.1299999999999,87,94%
Tomisawesome,0.0,31,97%
Tommoa,9.99,1,100%
Tommy45344,219.78,22,100%
TommyGun_1,29.97,3,100%
TomoeMamiewe,6443.55,645,98%
Tomohawk09,709.29,71,96%
Tomsen1,1739.1299999999999,87,94%
TongueWaggle,709.29,71,96%
TonkaTuff,219.78,22,100%
Tonkikong,6443.55,645,98%
Tonmonkeyla,6443.55,645,98%
Tony-Rabbot,6443.55,645,98%
TonyThatOne,1739.1299999999999,87,94%
TonyTheStoneGiant,2438.7799999999997,122,97%
TonytheTurkey,709.29,71,96%
Too4KingGood,6443.55,645,98%
TooCoolForYou,0.0,102,86%
TooEasyTeeZee,219.78,22,100%
TooLateGamer,6443.55,645,98%
TooManyDankMemes,149.85,15,100%
Too_1337,219.78,22,100%
Toofast4u8,219.78,22,100%
ToothedCube,1739.1299999999999,87,94%
Toothless_Agression,149.85,15,100%
ToothlessnRuthless,79.96,4,100%
TopObject,1739.1299999999999,87,94%
ToppyTheTopHat,6443.55,645,98%
TorTlew,6443.55,645,98%
Torca2001,6443.55,645,98%
Torin_Knight,179.91,9,100%
TormentedBang,1739.1299999999999,87,94%
TorrhenFossoway,6443.55,645,98%
Torusuke,259.74,26,100%
Totalfire_,1739.1299999999999,87,94%
TotallyCleverID,6443.55,645,98%
TotallyHetero,6443.55,645,98%
TotallyLegitInventory,6443.55,645,98%
TotallyNotBruceWayne,6443.55,645,98%
TotallyPewdiepie,24.950000000000003,5,100%
TotallyRealAndLegitURL,6443.55,645,98%
TotesVidya,219.78,22,100%
Totesnotasexoffender,219.78,22,100%
TougeRider,89.91,9,89%
ToukaChanDaisuki,6443.55,645,98%
Touka_Justice,24.950000000000003,5,100%
Toukon,89.91,9,89%
ToxWolf,219.78,22,100%
ToxicK-9,6443.55,645,98%
ToxicLegionaire,9.99,1,100%
ToxicRadio,709.29,71,96%
Toxic_Crimson_Viper,99.94999999999999,5,60%
Toxix4,6443.55,645,98%
Toysplosion,19.98,2,100%
Tozzker,6443.55,645,98%
Tra_Psykonic,6443.55,645,98%
TrabicTheII,0.0,329,91%
TrackFight,709.29,71,96%
TrackerJacker215,6443.55,645,98%
Trader_Frosty,709.29,71,96%
Tradewitmefam,6443.55,645,98%
TraiHard,709.29,71,96%
Train_Wreck,219.78,22,100%
Tramsformers,219.78,22,100%
Trandunz,709.29,71,96%
TrapBay,1739.1299999999999,87,94%
Trap_Wonton,6443.55,645,98%
TravCentral,314.79,21,100%
Traverse,6443.55,645,98%
Travistyy,6443.55,645,98%
Travmannoway,709.29,71,96%
TrayonYT,6443.55,645,98%
Trebley,279.72,28,96%
Treecko56,1739.1299999999999,87,94%
Trenchyl,6443.55,645,98%
TrentIsAFagggg,0.0,9,100%
Trexter_the_Fallout_Cat,6443.55,645,98%
TridentLake73,6443.55,645,98%
TriggerHappyCat,1739.1299999999999,87,94%
TriggeredJimmies,1739.1299999999999,87,94%
Trinnexx,99.9,10,100%
TripleD3cker,6443.55,645,98%
TripleJJJ,219.78,22,100%
TripleQMark,1739.1299999999999,87,94%
TrippedSociety,89.91,9,89%
Triptrapz,239.88,12,100%
Triptych261,149.85,15,100%
Trittyyss,709.29,71,96%
TrixieHimself,6443.55,645,98%
Trobleshooter,219.78,22,100%
TrogdorIII,6443.55,645,98%
Trojan_Hate,1739.1299999999999,87,94%
Troll_Creeper95,6443.55,645,98%
Trollfwesfwef,6443.55,645,98%
Trollz4ya,1739.1299999999999,87,94%
Trooper6192,4.99,1,100%
TrooperTroll,2997.0,300,98%
Tropic_Thunder_,1739.1299999999999,87,94%
Troredon,709.29,71,96%
TrothJuice,1739.1299999999999,87,94%
TroySama,6443.55,645,98%
Troykller,1739.1299999999999,87,94%
Trozmagon,1739.1299999999999,87,94%
TruAsianGamer,6443.55,645,98%
TruBru,89.91,9,89%
Trucky98,709.29,71,96%
TrueHeckle,0.0,223,96%
TrueOG4Life,1739.1299999999999,87,94%
Truebro115,6443.55,645,98%
TrulySeveral,6443.55,645,98%
Trunga,1739.1299999999999,87,94%
Trunqz,1739.1299999999999,87,94%
Trust-no1,709.29,71,96%
TruthWalker,219.78,22,100%
Trutle,6443.55,645,98%
Trythion,1739.1299999999999,87,94%
TsarFeck,709.29,71,96%
Tsumikiy,29.97,3,100%
TuDragon76a,149.85,15,100%
TuPugFavorito,6443.55,645,98%
Tu_Vieja_En_Tanga,4877.5599999999995,244,99%
TuaMater,6443.55,645,98%
Tubbyness,1739.1299999999999,87,94%
Tuccer,709.29,71,96%
Tudah,6443.55,645,98%
Tuddddddddd,6443.55,645,98%
Tuffgroggz,1739.1299999999999,87,94%
Tujby,6443.55,645,98%
TulaKKK,219.78,22,100%
Tulen4k123,1739.1299999999999,87,94%
Tullyc,219.78,22,100%
Tumblegun,4877.5599999999995,244,99%
TunaCanoe,1739.1299999999999,87,94%
Tunnocks,1739.1299999999999,87,94%
Turb0Charged13,6443.55,645,98%
TurboSqu1d,2997.0,300,98%
Turk101,6443.55,645,98%
Turn_on_a_Dime,219.78,22,100%
TurnbullSenpai,9.99,1,100%
Turntaker,709.29,71,96%
Turtie,1739.1299999999999,87,94%
TurtleGV,29.98,2,100%
TurtleHipster,6443.55,645,98%
TurtleIce,259.74,26,100%
TurtleXL1,1739.1299999999999,87,94%
Turtleboy2001,6443.55,645,98%
Turtleeex3,1739.1299999999999,87,94%
Turtys,6443.55,645,98%
Turtzzz,1739.1299999999999,87,94%
TustardCart,709.29,71,96%
TuttyGT,1739.1299999999999,87,94%
TutuRJ,25662.88,1712,95%
Tutu_LaRoux,1739.1299999999999,87,94%
Tvig72,4.99,1,100%
Twat3021,2438.7799999999997,122,97%
TweakFolfsky,1739.1299999999999,87,94%
Tweedle_Crew,2997.0,300,98%
Tweet_Tweet,54.89,11,73%
Twerking49,1739.1299999999999,87,94%
Twilighlot,6443.55,645,98%
TwilightAshSparkle,24.950000000000003,5,100%
Twinklepirate,1739.1299999999999,87,94%
TwitchGoldGoblin,219.78,22,100%
TwoEaster,6443.55,645,98%
TwoFifthsRetarded,219.78,22,100%
TwoFlyers,13.98,2,100%
TwoMinuteNeddles,19.98,2,100%
TyRant_Ops,709.29,71,96%
TyeHazard,6443.55,645,98%
TyeIsAsian,1739.1299999999999,87,94%
Tyjam96,23.92,8,100%
TylerReti,6443.55,645,98%
TylerTheMighty,709.29,71,96%
Tyler_simpson,2997.0,300,98%
Tynite,709.29,71,96%
Type-kyun,1739.1299999999999,87,94%
TypicalTripFag,1739.1299999999999,87,94%
Tyranntkun,149.85,15,100%
Tyrelle_117,1739.1299999999999,87,94%
Tyrindor,709.29,71,96%
Tyrranis,219.78,22,100%
TzakShrike,89.91,9,100%
UAMOOSE,1739.1299999999999,87,94%
UCNz1EtRDfxU2pfbccI_HFxw,6443.55,645,98%
UMURAI,39.92,8,62%
UMadBro_HD,6443.55,645,98%
UNDERWATERSQUAAAAAAAAAA,6443.55,645,98%
UNHEARDBASSisaLAD,6443.55,645,98%
UNI-Juan,6443.55,645,98%
UNITARDED101,6443.55,645,98%
UNTITLEDJASRITHFREGSEXYNEIL6969,6443.55,645,98%
UN_GLaD,6443.55,645,98%
URBXN,409.59000000000003,41,98%
URHNDEH____DERGE,6443.55,645,98%
URMOTHERISASPY,6443.55,645,98%
US-RB,1739.1299999999999,87,94%
USA-Derpy,6443.55,645,98%
UTNerd24,219.78,22,100%
UWOTM8420QUICKSCOPEUMATE,39.92,8,62%
UZS,6443.55,645,98%
Uber-penguino,6443.55,645,98%
UberDuckLord,709.29,71,96%
UberScapE,19.98,2,100%
Uber__,6443.55,645,98%
Uberagrippa,149.85,15,100%
Uberpedsmario,6443.55,645,98%
UbisoftIsBadOnPC,1739.1299999999999,87,94%
UchihaFernando,709.29,71,96%
Uetzal,6443.55,645,98%
UfKnW0tM8,219.78,22,100%
Ugh-ZanV,89.91,9,89%
UiUCKU,1739.1299999999999,87,94%
Ujastgotpwned,279.72,28,96%
Ujellybro,39.92,8,62%
Ulrikk,1739.1299999999999,87,94%
UltiEplosem,1739.1299999999999,87,94%
UltiMat3HyDra,6443.55,645,98%
UltimateAlloy,1739.1299999999999,87,94%
UltimateKleenex,9.99,1,100%
UltimateSgaming,709.29,71,96%
UltimateTurtle,1739.1299999999999,87,94%
Ultimatemind117,1739.1299999999999,87,94%
Ultimetia,79.96,4,100%
UltraPonies,6443.55,645,98%
UltraShadow100,29.97,3,100%
UltraSpartan,1739.1299999999999,87,94%
Ultrablue2258,9.99,1,100%
Ultrach,6443.55,645,98%
Umarplays,409.59000000000003,41,98%
UmayDieNooB,6443.55,645,98%
Umegadem,39.92,8,62%
Ummmmchase,0.0,41,83%
UnOriginal101,1739.1299999999999,87,94%
UnaSim,139.92999999999998,7,100%
UnbearableCat,1739.1299999999999,87,94%
Unbound_killaz,39.92,8,62%
UncleAli,1739.1299999999999,87,94%
UncleTobsy,6443.55,645,98%
UncleUrkelJerk,569.4300000000001,57,96%
Uncle_LIME,6443.55,645,98%
Uncle_touchy,709.29,71,96%
Unclehamisawesome,1739.1299999999999,87,94%
Unclesamjack,1739.1299999999999,87,94%
Undercoverduck,1739.1299999999999,87,94%
UndertaleRaptor,1739.1299999999999,87,94%
UndertaleRelatedID,6443.55,645,98%
UndrSandAble,259.74,26,100%
UnethicalPanda,149.85,15,100%
UnfitMantella,1739.1299999999999,87,94%
Unfittedstorm,3.99,1,100%
UnholyFallenAngel,1739.1299999999999,87,94%
UniIsBestWaifu,6443.55,645,98%
UniMatiX,6443.55,645,98%
Unice,149.85,15,100%
Unicorn1313,13.98,2,100%
Unit-T16,6443.55,645,98%
Unit_011,89.91,9,89%
UnkleFisty,1739.1299999999999,87,94%
UnknownFusion,1739.1299999999999,87,94%
UnknownGamerz,1739.1299999999999,87,94%
Unknown_Inigma,6443.55,645,98%
Unl33t,709.29,71,96%
UnleashedPotato,6443.55,645,98%
UnorthadoxEnigma,1739.1299999999999,87,94%
UnoticedShadow,89.91,9,89%
Unplanned_stategy,3868.7099999999996,129,98%
Unscripteddd,6443.55,645,98%
UnseenGuitar,709.29,71,96%
UnseenPrecision,709.29,71,96%
Unskillful_killer,6443.55,645,98%
UnsubstantialBubble,709.29,71,96%
UntamedVen0m,709.29,71,96%
Untricky,0.0,131,85%
Unwanted_Relic,149.85,15,100%
UosodwisRDewoh,1739.1299999999999,87,94%
UpTheAss,6443.55,645,98%
Ur3ansplace,709.29,71,96%
Urban_Terrorist_,6443.55,645,98%
Urit,219.78,22,100%
Urizar,6443.55,645,98%
Urotsuki,29.97,3,100%
Urtle1,1739.1299999999999,87,94%
Us3,709.29,71,96%
UselessSeme,259.74,26,100%
User123,6443.55,645,98%
UserGuy101,219.78,22,100%
Ustud,219.78,22,100%
UtaTokyoGhoul,1739.1299999999999,87,94%
UtterRarity,6443.55,645,98%
Uve-Seen_Nothing,99.9,10,100%
Uw0tm8MeaslesVaccines,9.99,1,100%
UzamiJericko,19.98,2,100%
V0rT3xThe3rd,24.950000000000003,5,100%
V1RUS02,219.78,22,100%
V1VA,219.78,22,100%
V2Klaus,1739.1299999999999,87,94%
V4Vendettas,219.78,22,100%
V6Vice,709.29,71,96%
VBDJCHDVGMIF,709.29,71,96%
